battery,cycle,v_mean,v_min,v_max,v_std,i_mean,i_std,t_mean,t_min,t_max,t_std,discharge_duration,delta_v,soc
B0005,86,3.555577852408349,2.628919415830567,4.2010701773378685,0.2225768190050924,-1.92581126755274,0.4095973293919455,31.93753519801529,23.78129749955371,38.45796400011448,3.4915665856711744,3470.672,1.5721507615073014,0.9405018760327936
B0005,90,3.566249609695861,2.6312552691827045,4.1996223345495824,0.2207383659697754,-1.9512727311185152,0.346101019333803,32.018959004954816,24.2036410699716,38.49126351534004,3.3625344394273537,3414.109,1.568367065366878,0.9251741217494609
B0005,94,3.5651517161113886,2.654880745360911,4.199853323702163,0.2188344969093636,-1.94538748237126,0.3614038123729081,31.802992654035062,24.00078927251757,38.23656074919321,3.3590956234991105,3385.422,1.5449725783412518,0.9174003599771722
B0005,98,3.5646590685392043,2.6749688422803803,4.199103467081427,0.2163716125152892,-1.9502823023641027,0.3480520728600251,31.39007083489529,23.53999092882516,37.861934640176806,3.3833212777306487,3386.0,1.5241346248010466,0.9175569896109569
B0005,102,3.563826424333384,2.6159705726789904,4.199998536865001,0.2189225626769368,-1.9556395801981317,0.3330238157788212,31.32256716616398,23.56609574757256,37.85234522947546,3.345746103177415,3368.187,1.5840279641860109,0.9127299244438157
B0005,106,3.55794341054819,2.658447162110498,4.19967522099872,0.2186877845768481,-1.9285047414926573,0.4029835859725384,31.92433445248109,23.978912001702884,38.34003238560517,3.415854532223407,3368.266,1.5412280588882217,0.9127513323003366
B0005,110,3.5606625287077325,2.697942608427116,4.008290631679593,0.2095033881919539,-1.955162433963712,0.334504442604593,31.611845035373697,23.768262660469272,37.999069304346,3.345746027866918,3339.25,1.310348023252477,0.9048884162901323
B0005,114,3.5586243793608547,2.6617272246516333,4.200012480335,0.2169792269883451,-1.9493601110494168,0.3503016570471796,31.44698679955994,23.51454265913581,38.07252758016199,3.4176407951596484,3339.5,1.538285255683367,0.9049561626715271
B0005,118,3.558098767106845,2.699288287625812,4.1992373656547874,0.2142387428867074,-1.9491000208174367,0.351268014173911,31.27596797586948,23.28241301826593,37.80133585100446,3.457457722392322,3331.265,1.4999490780289753,0.9027245968683829
B0005,122,3.55512933100377,2.612793240883853,4.198548641075493,0.2205871307017041,-1.9495599532711687,0.3512195824884567,31.52557285890439,23.44023174320064,38.39873985476869,3.509801765112665,3302.0,1.58575540019164,0.8947942054623095
B0005,126,3.562407504842224,2.6637064901468075,4.199578698026071,0.2170796365625931,-1.949201918256104,0.3517975316117274,32.01143947851528,24.020578317587123,38.665237670488565,3.492510010091825,3312.032,1.535872207879264,0.8975127322549193
B0005,130,3.555763763584664,2.6668454289754746,4.008852679269583,0.2155923565030131,-1.948936174745836,0.3523377101198791,32.25414815646172,24.280821388268656,38.87275464755104,3.436376337871811,3282.563,1.3420072502941085,0.8895270598016278
B0005,134,3.560811730019249,2.684431051981017,4.194091469340824,0.224761622812096,-1.922181994312857,0.4177575034444122,31.80684128585117,23.99270220171187,38.503541429116005,3.522048815491738,3327.391,1.5096604173598074,0.9016747989422893
B0005,136,3.55710005650233,2.645224362345869,4.200715235801255,0.2214306395049535,-1.9377259165108416,0.3807010430207845,31.692044794724936,23.826487051861594,38.27009094548294,3.4266291752042157,3312.078,1.5554908734553856,0.897525197589096
B0005,140,3.549167170251299,2.6603527244917,4.1990980807180325,0.2192126720998724,-1.9205883821924457,0.4199279997248948,31.44210470345508,23.35051297073213,38.11684755251712,3.5156295359007625,3293.172,1.5387453562263325,0.8924019452424968
B0005,144,3.5526452447208428,2.6926849789916263,4.199398534411534,0.2192442016873762,-1.9258578269080653,0.4089491075392448,31.29942787454077,23.23621418856597,38.04152715355532,3.5281658460821514,3275.328,1.5067135554199078,0.8875664795240628
B0005,148,3.55190632746862,2.670544734728978,4.199122915612965,0.2199828840560873,-1.9310170920824008,0.3966200669821843,31.305445102883244,23.214801785728056,38.17980302242767,3.553885327485241,3265.016,1.528578180883987,0.8847720767842907
B0005,150,3.564861551020512,2.605158060541757,4.190409478081396,0.2232558431206397,-1.9609252427941488,0.3177802255174547,34.2425532354409,26.6473739461698,40.61676409324108,3.292005868333961,3328.937,1.5852514175396388,0.9020937425648347
B0005,154,3.562942516564363,2.672012007453096,4.199400923375214,0.2180321980330134,-1.9439033588654824,0.3648875395019197,33.424519180020944,25.69911743242072,39.83681109946741,3.3403378205204453,3319.875,1.5273889159221183,0.8996380717320365
B0005,158,3.5589785643221226,2.674271233724938,4.198731780124625,0.2172789503994388,-1.943238838198952,0.3663086716478763,32.65292545505136,24.83328108182313,39.110245386127325,3.3700668464148613,3292.188,1.5244605463996868,0.892135295485327
B0005,162,3.558450567159531,2.6309416727017187,4.198549752485257,0.2186276291583843,-1.9653465845465372,0.303387384270793,32.20140726040297,24.364143333795862,38.9430529880995,3.3962565277911367,3264.516,1.5676080797835383,0.8846365840215011
B0005,166,3.552628428865765,2.6629725743154204,4.007463315210666,0.2161929074778145,-1.9594535642698068,0.3217918254069252,31.972189793138387,24.04150072655873,38.607510759873634,3.432016582290358,3226.5,1.3444907408952456,0.8743347982810846
B0005,170,3.548858076090237,2.612942119873717,4.198865766099182,0.2235347451389044,-1.931174939877613,0.3962122197650307,32.067896119540606,24.00664649428476,38.920359903369054,3.536828100539489,3256.297,1.585923646225465,0.8824093539867661
B0005,174,3.549672607347228,2.615719844266148,4.199305653118061,0.2240689165667563,-1.9366308016234712,0.3833449621190484,32.4118655640857,24.33608487469673,39.23273115358871,3.562388187535872,3266.093,1.5835858088519128,0.8850639281953393
B0005,178,3.5504121364802312,2.6287695472774453,4.198949734540481,0.2226758143419236,-1.9532636452846408,0.3400373119125081,32.07523535235163,24.124280416630818,38.9649270684008,3.487659103680462,3247.782,1.5701801872630354,0.8801019122364598
B0005,182,3.549476639377589,2.6655106679421823,4.19834220599025,0.2226453640339913,-1.9243980302369077,0.4117581823613103,31.989951063385003,23.971565610462942,38.83927283461771,3.550585011649097,3248.593,1.5328315380480677,0.8803216814977045
B0005,186,3.55063337765996,2.650495153350403,4.198995776266302,0.2224115168753528,-1.94133454370338,0.3720875488873062,31.85035063391357,23.83541998401671,38.73455310596237,3.5464818395784863,3229.016,1.548500622915899,0.8750165978634418
B0005,190,3.544294910722307,2.643236235233877,4.198405910392988,0.2229531965906698,-1.924320085374107,0.4130139369450457,32.173506392542926,23.960402526128668,39.14007944734004,3.6318345128604057,3230.781,1.5551696751591106,0.8754948873160889
B0005,194,3.5439049210455345,2.656450207001938,4.006223021872478,0.2182092204205866,-1.923864169856148,0.4135095203097711,32.548492755904554,24.4847407136466,39.26374478867843,3.5157134325425563,3210.609,1.3497728148705406,0.8700285672941066
B0005,198,3.5399546654303444,2.626177688152069,4.004888608863093,0.2232387402661691,-1.929141082366313,0.401139204825525,32.36639680203205,24.282889824654983,39.29444535878087,3.5502243637069992,3210.2030000000027,1.3787109207110235,0.8699185471707221
B0005,202,3.5440426503820737,2.6582230344240045,4.199610827671791,0.2254880473656622,-1.9116755301786192,0.4395678477200503,32.22136771354016,24.14386556947967,39.10487658009542,3.60226122964346,3212.469,1.5413877932477869,0.8705326003716838
B0005,206,3.541642662211774,2.695100237338448,4.1994453812630566,0.2230644895225589,-1.8942647734260791,0.473758067710766,32.094300033531006,23.93408558388468,39.0462609369598,3.6489486006595495,3213.219,1.5043451439246085,0.8707358395158681
B0005,210,3.5388976816927005,2.639091813583503,4.003705496851481,0.2224417691011598,-1.939872208072008,0.3757805459336221,32.28920156801328,24.12010751842743,39.398032192832,3.6254754007127854,3184.078,1.364613683267978,0.8628390503149664
B0005,214,3.542215796667134,2.6857210282450983,4.197785116892181,0.2219214705086248,-1.9330914786090008,0.3910583462762302,32.17624462604895,24.428816535813286,39.10678394120843,3.473186009542005,3185.375,1.5120640886470826,0.8631905185416426
B0005,216,3.5392482838719177,2.69017866510873,4.201331130571617,0.2214616395208645,-1.8931713820942695,0.4757551534139985,32.536783791646684,24.3288116844709,39.44448954135193,3.6538370485284295,3195.312999999994,1.5111524654628874,0.8658835726948465
B0005,220,3.5352470829841747,2.639895313359579,4.199339974904826,0.2290534323046731,-1.8872164100892252,0.4866637006770656,32.41500250546338,24.12488538702097,39.509602016775695,3.7461475902903705,3186.297,1.5594446615452475,0.8634403671962266
B0005,224,3.537989494146811,2.68991452927918,4.198916244859707,0.2233702675431156,-1.8919200502332691,0.4776748980368279,32.25788723883284,23.980294072799666,39.31656076538344,3.72774531445706,3166.641,1.509001715580527,0.8581138757054431
B0005,228,3.530709628779709,2.65935818848874,4.198537488587242,0.2253361959051686,-1.8860185482648857,0.4887901048748541,32.34452189482587,23.975074779018826,39.43723270017243,3.7583780348541223,3167.593,1.539179300098502,0.8583718539257944
B0005,232,3.5289386882785667,2.6657030585650423,4.001345973446838,0.2227791912773972,-1.8971365983467727,0.4684258642265314,32.42278451669724,24.05918240016413,39.51375235624076,3.733996891173228,3148.094,1.335642914881796,0.8530879071625268
B0005,236,3.5323747236410323,2.642986759012803,4.199579806494986,0.2285744040181935,-1.8852056296390567,0.4901018894914221,32.408501968577056,24.074008046047823,39.60168158275922,3.7803243918888825,3159.077999999994,1.5565930474821834,0.8560644121754865
B0005,240,3.529959033671946,2.631116911889304,4.198782234828033,0.230983485539432,-1.896363184744415,0.469826728317728,32.384337574105814,24.04353667889633,39.68746359758208,3.807716858062332,3148.829,1.567665322938729,0.8532870815238276
B0005,244,3.5289898102222432,2.696157404617167,4.19821559724714,0.2227158471562619,-1.8784592412027223,0.5023080817566226,32.41631605827935,24.007622451152475,39.53535075538898,3.7824253033071,3139.734,1.5020581926299732,0.8508224681686852
B0005,248,3.527988002666816,2.6667596238241567,4.198510853141954,0.2302222289846815,-1.889563602142351,0.4825791727049,32.37859071476578,23.99346277596251,39.6502371632164,3.8287277615931927,3140.547,1.5317512293177975,0.851042779400981
B0005,252,3.524123492217535,2.6403185448373043,4.198732430468704,0.2281677049030475,-1.8891541843613415,0.4831971866633849,32.42167650235763,23.98660963888346,39.69929058154853,3.8236101536927833,3121.859,1.5584138856313996,0.8459786018989581
B0005,256,3.525669093493542,2.69892986372897,4.1982665153138665,0.2239093064942862,-1.8823606883388564,0.4949971043264594,32.364497390301715,23.92726467831658,39.54483610898516,3.805521201439206,3112.516,1.4993366515848967,0.8434467841334723
B0005,260,3.5237236373863072,2.6682466504353,4.198753541225669,0.2298794492807584,-1.865227294359764,0.5251158913423004,32.34308993544963,23.8787540270112,39.63708096307912,3.865367626525616,3122.125,1.530506890790369,0.8460506840487623
B0005,264,3.5199169897212714,2.6479207279724903,4.200309982421394,0.2333642230401602,-1.8704664053540483,0.5156720915992037,32.22329344492796,23.90454749592773,39.43977047692484,3.8233972744418567,3121.672,1.5523892544489035,0.8459279276056749
B0005,266,3.527398721718745,2.6741633856529066,4.201124089732316,0.2288711532567546,-1.8714021758123855,0.5142666409362627,32.74877673362185,24.47294963967077,39.8280453682611,3.7454563794277753,3120.86,1.526960704079409,0.8457078873589047
B0005,270,3.5166799904274133,2.6892528956736257,3.9962087912526494,0.2226056731667368,-1.8636009776801248,0.5264974332557936,32.29996341387113,23.84065782954976,39.41794949618613,3.794767278388036,3084.343,1.3069558955790237,0.8358123089213313
B0005,274,3.515461907658169,2.688809122993162,4.197843264549259,0.2267877805345921,-1.86900067925322,0.518718395438564,31.989420062675965,23.40886326228389,39.262781682151214,3.90427080227488,3066.063,1.5090341415560968,0.8308586935137448
B0005,278,3.5158684348641054,2.6743555987897745,4.198840869468569,0.2274501558193032,-1.868661549655276,0.5193404297544676,32.102612573309735,23.506583211337613,39.47237839941986,3.901872573181444,3095.781,1.5244852706787944,0.8389118413629054
B0005,282,3.515252200712903,2.6430294964336345,4.198119631667182,0.2333061124975895,-1.8516079298252293,0.5471680139633988,32.60943761363093,23.98624197921992,40.03754146951368,3.966373634191926,3094.328,1.555090135233547,0.8385180993942389
B0005,286,3.512970379452973,2.6584858447131823,3.995636832663757,0.2268162714444229,-1.8683311095667157,0.5200862000873587,32.87487085346321,24.36131117718087,40.14273016201157,3.851523431068133,3066.984,1.3371509879505743,0.8311082711828031
B0005,290,3.5135499367557887,2.629782173759164,4.1980467610750285,0.2353367722258811,-1.856179770985428,0.539699343641576,32.72228574183435,24.210935532035016,40.1165626728546,3.926560349244168,3085.625,1.5682645873158645,0.8361597123651238
B0005,294,3.5141762633671427,2.6622967647315545,4.199047008209673,0.2300593061095905,-1.896478173957154,0.4694974224843843,32.41864084122644,24.000428061078125,39.87503330866132,3.843629844145668,3067.203,1.5367502434781186,0.8311676170129049
B0005,298,3.5109240660870107,2.682380966742509,4.197669918520713,0.2312547321685569,-1.842223361967704,0.560549254350073,32.26726772836726,23.66809609847637,39.61961987024145,3.959426134215325,3058.157,1.5152889517782042,0.8287162819485161
B0005,302,3.5104907057050654,2.640189476892272,4.197600624105256,0.232400812642431,-1.8485434315412577,0.5517825653847908,32.54976582825491,23.845674209557423,40.02374101658494,4.021634367438457,3049.031,1.557411147212984,0.8262432680420808
B0005,306,3.5139609504086966,2.693769409137257,4.197985718630326,0.2293236700660558,-1.8360177212411768,0.569718892773623,32.86772312173408,24.23969113753901,40.24716716520102,3.9611569377777136,3058.578,1.504216309493069,0.8288303668547848
B0005,310,3.5116650674248517,2.695787450704935,4.198164128530042,0.2256932222251593,-1.835539911937048,0.5704504430875751,32.95356237464176,24.30453859448875,40.30016452241584,3.938571364184235,3049.328,1.502376677825107,0.8263237507431778
B0005,313,3.524360572714186,2.6920548172137724,4.222920057935785,0.2367215420151308,-1.861366141763168,0.5313787740283372,32.74405576872055,24.112523495131093,40.09418103142496,3.950089678693433,3177.219,1.530865240722013,0.8609803605950193
B0005,316,3.51845800757932,2.629071246219689,4.200423045909808,0.2360604723499116,-1.86343287354142,0.528176644034723,33.24446965214451,24.719311536144843,40.52238496316615,3.9053139636361016,3082.937,1.5713517996901194,0.835431303272367
B0005,320,3.5159742112086634,2.631343871050918,4.198372063670128,0.2343325796217718,-1.8444523554796013,0.5573298056121251,33.26247318655509,24.73538913848975,40.56886357314186,3.919077993694921,3074.266,1.56702819261921,0.8330815877800704
B0005,324,3.518496072418321,2.6983970036642315,4.198353213898968,0.2279004626562649,-1.8370969458348372,0.568182076812736,33.03643936473194,24.49414087755308,40.27804845768325,3.904144558309578,3056.234,1.4999562102347364,0.8281951767828273
B0005,328,3.511234290365972,2.6338485871981514,4.197873789078739,0.2302930770446451,-1.859753171901452,0.5333694144341802,32.871552807407646,24.26614354111412,40.24480232184515,3.920795920346564,3056.437,1.5640252018805874,0.8282501868445199
B0005,332,3.509311050251654,2.671566207861818,4.197237022076388,0.2263312815440847,-1.8182802645635532,0.5947527522327692,32.89257892234493,24.16060830520464,40.184384347174266,3.9764391836011854,3038.86,1.5256708142145703,0.8234870742614154
B0005,336,3.511603946836176,2.6540810507928123,4.197918434710392,0.233253433145682,-1.858486881561928,0.535683169068316,32.80043972651701,24.20595238055968,40.320066232195046,3.9718160934366775,3039.218,1.5438373839175794,0.8235840870795728
B0005,340,3.507014738079957,2.656849703962618,4.197739340034368,0.2336723117530383,-1.8231310068504296,0.5886223189083527,32.94959585616287,24.228213693022468,40.33650561265159,4.031663656131639,3039.047,1.54088963607175,0.8235377485546987
B0005,344,3.5045911206219302,2.6363048614501152,4.19785490446139,0.2319791015896621,-1.845557739280689,0.5556673502126959,32.960269493186814,24.2593353339824,40.43267631588412,3.997988111265759,3030.375,1.5615500430112743,0.8211877620768765
B0005,348,3.5071819711747723,2.69951692300468,4.197306756122815,0.2253000358484329,-1.8269649514610655,0.5830690496220527,32.97614022461951,24.228985806758885,40.314538591575015,3.998214528924082,3021.0,1.4977898331181354,0.818647272774572
B0005,352,3.506281533871428,2.698216006032282,4.197528212001444,0.2290761426946714,-1.7920109675716882,0.6292506901802747,33.07671101833385,24.27409668200787,40.386661855917744,4.057484477552254,3012.0,1.499312205969162,0.8162084030443598
B0005,356,3.504895347985236,2.6911707598773864,4.196786619436126,0.2289938393055582,-1.8431810293741404,0.5590254178902946,32.96964993935984,24.26045465629052,40.43384612547835,3.991501351311591,3002.906,1.5056158595587394,0.8137440606747431
B0005,360,3.506000017513587,2.690162319231471,4.197717228550219,0.2315279345726376,-1.8311187612359288,0.577302914551326,32.964574486332204,24.24695415512884,40.43385257537589,4.032635987568606,3002.641,1.5075549093187477,0.8136722495104647
B0005,364,3.4977709271002486,2.6355034454892072,4.192454851360723,0.2326441030169224,-1.826500805613818,0.5838672839609986,33.111834043497964,24.34425783300788,40.58499656066617,4.0473423466879215,3012.0,1.5569514058715157,0.8162084030443598
B0005,367,3.508967078963045,2.6594753656507684,4.202845001527377,0.2342093648306669,-1.821885006977008,0.5902788212075315,33.68551572221917,25.05068794027295,40.99869158762305,3.9707337448390345,3020.11,1.543369635876609,0.8184060956568067
B0005,371,3.5016093005136573,2.644554999824577,4.197952808231904,0.2321002077832436,-1.8317833076296164,0.5764541028306663,33.5760841644228,24.85067433400367,40.997807625227495,4.017894520109438,3002.172000000006,1.5533978084073272,0.8135451572989697
B0005,375,3.504676840294114,2.6719601666204564,4.198017952345714,0.2317700107113661,-1.8013435224628094,0.6176564476683133,33.43261492023291,24.68293151974539,40.84213757482493,4.025395328183195,2992.703,1.526057785725258,0.8109791953572592
B0005,379,3.498222555161659,2.6598211033173382,4.192162800008929,0.2340054415004758,-1.822554526877248,0.5889423876813479,33.18267299918187,24.442107279152207,40.69012464267011,4.077864033654541,2964.468,1.5323416966915908,0.8033279190425322
B0005,383,3.4985679816689683,2.688360455508818,4.196993378341778,0.232270155802607,-1.7996980646998308,0.6203022995884058,33.26986446906512,24.37516209951004,40.69938049882204,4.135507945850865,2963.86,1.5086329228329602,0.8031631598429801
B0005,387,3.494393368640284,2.6376728619288525,4.197603515102162,0.2348366767651721,-1.8231173528875448,0.5891056051479235,33.54810808142327,24.71534698579929,41.06026204078849,4.095615378213727,2975.297,1.5599306531733093,0.8062624212990288
B0005,391,3.4988842100643502,2.645120521151077,4.196406678544622,0.2334310225418426,-1.7870330386788151,0.6355480983832551,33.6955129895967,24.85143118542252,41.19696040482682,4.090440134958731,2974.9850000000006,1.551286157393545,0.8061778738150482
B0005,395,3.500098444194064,2.698012437629632,4.197098662004674,0.231209749563846,-1.808923899764108,0.6077744106398829,33.36594189092708,24.582992198113057,40.83973737013426,4.071734306724504,2966.25,1.4990862243750418,0.8038108152491144
B0005,399,3.4946556093421144,2.692894277298908,4.196278952372023,0.2275499837709219,-1.7795667523632923,0.6453402425233584,33.3510952380545,24.38167771883123,40.764203830749366,4.107692446015999,2947.0,1.5033846750731152,0.7985943438817159
B0005,403,3.4935237102418424,2.648392365505812,4.197105220217278,0.2359248622379307,-1.7852032312842097,0.6383532491738257,33.5764735792387,24.640411065560848,41.11212504270441,4.149748386726669,2956.344,1.548712854711466,0.8011264326327274
B0005,407,3.4958516734579206,2.6832134764262,4.196244829545076,0.2331898557925279,-1.7901091499023922,0.6321370436330047,33.801910381454185,24.932873139487384,41.27256611507568,4.126081323307465,2956.406,1.5130313531188762,0.8011432337353133
B0005,411,3.4967778621300702,2.684960445221862,4.19680260180666,0.2316151794460846,-1.7892390281938175,0.6329469296805057,33.65385947429708,24.80325379769347,41.15574924454392,4.113376859166521,2947.266,1.5118421565847986,0.7986664260315199
B0005,415,3.4931602985955794,2.669922120529456,4.196227405416926,0.2344409370933858,-1.788266052190544,0.6338091503768836,33.46804681726649,24.578577776974136,41.03237216951879,4.132584188938905,2937.984,1.5263052848874703,0.7961511383830944
B0005,419,3.490796420662152,2.664105530655056,4.196558172556389,0.2345873991314745,-1.787854972801723,0.6346731678971528,33.32072329226924,24.354940329833727,40.92737270093076,4.178915338531601,2919.281,1.5324526419013331,0.7910828960981878
B0005,423,3.485532798466319,2.634098605983684,4.196306304007259,0.234018607782944,-1.7763348507448478,0.6489264957450518,33.672039171509226,24.62118758852362,41.240704611971786,4.190471944527074,2919.094,1.5622076980235753,0.7910322218049045
B0005,427,3.492071570520047,2.68378702970616,4.196795527524874,0.2333940452381531,-1.775710072344954,0.649847787791443,33.95602225731446,25.01363389840176,41.43649987692296,4.1676186934593975,2929.375,1.5130084978187144,0.7938182239933836
B0005,431,3.492241157133948,2.660031949282934,4.189287343772767,0.2347731279795795,-1.8086552702055083,0.608483486960915,33.766042548332734,25.159494190646395,41.16703904201915,4.066434723369704,2946.031,1.5292553944898328,0.7983317589074297
B0005,433,3.496386552501217,2.650011641082063,4.201144545237731,0.2352641676719932,-1.774227045140243,0.6510252951798041,34.01536501077074,25.21215090210571,41.36216559728765,4.076248174685634,2955.438,1.5511329041556676,0.8008809197465527
B0005,437,3.495158816010435,2.6936969083341418,4.196925753814179,0.2320478035246585,-1.7943942122516154,0.6265352164691593,33.62657444287112,24.8439113089274,41.02198772703674,4.090516749930841,2937.625,1.5032288454800375,0.7960538545794115
