cycle,v_mean_IC1,v_mean_IC2,v_mean_IC3,v_mean_IC4,v_mean_IC5,i_mean_IC1,i_mean_IC2,i_mean_IC3,i_mean_IC4,i_mean_IC5,t_mean_IC1,t_mean_IC2,t_mean_IC3,t_mean_IC4,t_mean_IC5,discharge_duration,soc,battery
60,-0.6271855869375812,-0.7111254039756028,0.8126051129061754,1.468936621322188,-1.0932923627107862,-0.7120934049722464,-1.6171663054720324,1.2056115508186556,-1.0378409991841644,-0.6922218489196446,0.8912831074247876,-0.29605725417185574,-0.9096616491820482,3.356162388979466,0.14949937076689268,3278.609,0.959319308259703,B0018
63,-0.838920321223954,1.3994749873280354,0.504221513355381,-0.41408977066260466,-1.0821892852151367,-0.6262756939012756,0.7575455879979593,1.2371936363659695,-0.9485416849519828,1.2353245839535465,0.7549503429547613,-0.3327525202037409,-0.9078069683013885,3.1440274222843705,0.24295573411443186,3252.047,0.9515472807120466,B0018
66,-0.85028796355674,-1.5503657091852971,-0.09871986915328902,0.2217708715443079,-1.1178608673071262,0.7970103857107798,-0.8709209435757382,1.1805333567246592,-1.2243500527679128,-0.57292953551815,0.2312313668793417,0.5250064288498458,0.23982486455578286,2.8092425808453774,-0.16770252884506975,3281.0,0.9600189136307764,B0018
68,-1.1149571244702456,0.5520438450270337,-0.5870177131956962,-1.023049102112087,-1.0969754825095575,-0.09435899294406527,0.9869701511457867,0.8259489637218576,-1.320174142506324,0.18832907644292246,0.6913748121118327,-1.6063985237789296,-0.2348470740313222,1.374743218880765,-0.6840058516200423,3306.438,0.9674620593561466,B0018
70,-1.3170735637708288,-0.686554101528347,-1.1727965609348359,0.22644187631576299,-1.074484843921889,-0.7698154689257152,0.17504018507064179,0.4880213843770699,-1.58644680911895,-1.584209869603414,0.5622012264009574,-2.1201930783582403,0.2504872029633074,0.4332230856764345,-1.1581257657683257,3290.875,0.9629083335552212,B0018
72,-1.514822364346748,-0.11240798822058869,-1.5862576880738068,0.15622765839819636,-1.0488769198342613,-0.1608200835561129,1.7711035319036994,0.33699869511367436,-1.650259250154253,-0.48148586196403625,0.011004487780483132,-1.426838349482919,1.0830856486348923,0.07752394843061189,-1.2619993407359569,3294.031,0.9638317775330996,B0018
75,-1.6254163323174404,0.2212936117311915,-1.7928296436047733,-0.14683920695219377,-1.0285213295210056,1.8718680613051042,0.2581215953565506,0.5026747217302311,-1.8090708551742185,-1.7149492443925647,-0.7655589040630453,-0.03842272383045662,1.963445203847331,0.1581455129308174,-1.02806535860999,3218.109,0.9416170393555088,B0018
78,-1.666530108536787,0.11386494676728888,-1.7671451812001622,-0.30663050674858805,-1.003932542080167,1.5050642804573893,2.1506436298000775,0.7841824387097737,-1.5705864016153945,0.034050673561122534,-1.1999082139892001,0.45552204892375925,1.9832642841125578,0.15856823923952393,-0.5224618438318985,3277.578,0.9590176381896168,B0018
80,-1.6568852949712907,-0.59044706325955,-1.5387433146729674,-0.02851442966150204,-0.9701342909079472,0.4651637242875469,1.4674232174209307,1.2598100371280583,-1.3597134071833956,-0.6179259239682829,-1.3999163683750409,0.3925671808534093,1.4875744842951173,0.11747414448245949,0.10269540000351152,3242.968,0.9488907699784734,B0018
82,-1.6781621413827648,0.16295549087805725,-1.092808715609552,-0.3538494340108973,-0.9148567593409712,-0.861973613656497,0.4906635707486508,1.8290671193932113,-1.0943498831687586,-1.462131547572052,-1.11253983671539,-0.9345755971110309,0.15025030146267118,-0.23712538007051182,0.7404938857357143,3259.266,0.9536595564016233,B0018
84,-1.6450754156264153,0.2639370342394031,-0.5792661741473121,-0.29923330744889626,-0.8611987793031626,-1.604421814862176,-0.15498101335552586,2.4213194251865824,-0.8066455139066521,-1.7720022816940728,-0.981850071532472,-1.648961770944986,-0.667615669436042,-0.42798417569437647,1.1511654819381545,3249.187,0.9507104461820302,B0018
87,-1.5379401959448284,-0.47119138329082505,-0.08392952658227702,0.06902997121487488,-0.8205242498681292,-1.106087847161221,0.24577209061198024,2.9595916754444302,-0.5165887054795677,-0.7867108550864989,-1.364556797799909,-0.6999064682261664,-0.1781394566460755,-0.19848104983464265,1.1699398729633557,3247.375,0.9501802559133624,B0018
90,-1.455029880720888,0.17559296702316615,0.41444117361539906,-0.2766212319564936,-0.775949693874682,0.07506661600000725,1.1649023227624131,3.3381068150913578,-0.28653942441221686,0.7391560126334771,-1.5426377839009042,-0.13902783806977004,0.242132653919928,-0.11764278656489725,0.9313178302455505,3243.422,0.9490236101451264,B0018
92,-1.3598929104102626,0.24768062244786665,0.8293978460870973,-0.010294501861964029,-0.7314402382839826,1.3901441375562655,-0.46055431208343967,3.490102824224185,-0.32478154337791004,-0.384091135302511,-1.7198728258414322,0.5890918724282478,0.8663094468817427,0.01417714812300655,0.5098572241606815,3224.64,0.9435280065987036,B0018
94,-1.2306333495645556,-0.4664385293587107,1.1775221481449787,0.8359074442180897,-0.6917238234497023,-0.04577834307219103,0.8585032826569859,3.19373304557275,-0.2586275242726673,0.33573358696551064,-1.5755544141891689,0.5166072794671204,0.9675570497388254,-0.046114531308188385,0.0695368601435565,3207.625,0.9385494263440776,B0018
96,-1.0947857591476544,0.6998890228649741,1.5639045318053433,0.20310070359518162,-0.6602654062271466,-1.328379229836119,0.18787284624216263,2.6942075474022364,-0.4145831981617012,-1.0229120433923087,-0.9878482267954982,-0.7495212477273898,0.1833659887943194,-0.3683372946844612,-0.24529879581125563,3210.453,0.9393768976905414,B0018
99,-0.8372924896024344,0.8095762094634077,1.8590797666332564,-0.4774753210766006,-0.6624281984919065,-0.6133431867775861,1.071677278699427,2.1447381731198214,-0.5670719160648509,-0.42107213122198983,-0.6107679870147722,-1.359957963851303,-0.37778518541587347,-0.3735194655822489,-0.41577450185685816,3199.344,0.9361264100003482,B0018
102,-0.44316575021793925,-1.2783525290838162,1.9894281044862157,-0.38966195739464193,-0.7003042327930691,1.4636852067118533,0.4522555219345692,1.6120783278598496,-0.8557013874742923,-0.9225033084416882,-1.0761093168281235,0.47760821466093606,0.4121675957267327,0.47206999576165937,-0.4790853908919851,3250.75,0.9511677791786792,B0018
104,-0.18050281041939523,-0.8605493226392504,2.085952866589143,-1.1141571018918899,-0.7125091054237547,1.5361269801580897,1.4131463062528316,0.9767284086073048,-0.9942002153038644,-0.3887648735684153,-0.47942708152792973,-0.758129297958387,-0.8768910369391095,0.4608426831168277,-0.3062225199496726,3194.343,0.9346631199707632,B0018
106,-0.022497202923824247,-0.3243873398738823,2.0432330854842085,-0.8854332217776402,-0.6985136428538551,0.4134781659571392,1.5929704982527553,0.3621176865356645,-1.1115640061697212,-0.8215910831981481,-0.46144403477089896,-0.37669683141874677,-0.998033748052146,0.8403240520998309,-0.3026846422307621,3222.25,0.9428286938271164,B0018
108,-0.0043233964115005534,0.659572692762421,1.8715495524307706,0.29702596104696216,-0.6494757835902619,-0.8058149367588648,0.9206931834650681,-0.1643594621384437,-1.2284299790300375,-1.9809815539690767,-0.47421469450216763,0.014807336255251465,-0.9743766386147629,1.1210599583326495,-0.3975723294698694,3184.594,0.931810567581557,B0018
111,-0.011048816260465279,0.38656134929704106,1.5119690923061593,2.783291760907771,-0.5952477061960014,-1.1896024245259278,0.9478675532007922,-0.5690978837288762,-1.2694460637898635,-2.113373235595208,-0.6545204177768105,0.7836968911756454,-0.5841743678547785,1.4108224743177868,-0.5788944696469487,3174.297,0.9287976706740116,B0018
114,0.16169233308061887,2.767177410084949,1.0759002926327537,1.2289180938530024,-0.6235090559287676,-0.6192931733037011,1.723646482216922,-0.8531260470713329,-1.238991541903134,-1.1530838920003161,-0.5436127460401894,0.5847126234791743,-0.723210055504367,1.3215064909033638,-0.7485012826220778,3160.015,0.9246187648146776,B0018
117,0.9017439681467462,-1.998599152956182,0.3026130712703734,0.44053853615402483,-0.8078252525262025,1.1349458629750164,0.5335186526795848,-1.0019244708626465,-1.3185739804422605,-1.697543299089069,-0.3306122920141921,-0.043405817451815196,-1.0626822270888285,1.0200823054768782,-0.9076662325528231,3302.36,0.966268838652158,B0018
119,1.3015715218584354,-0.009356108569937968,-0.2131844593043635,-3.091623070981758,-0.914532912755864,1.675987026493417,1.8620725183570024,-1.190961190681664,-1.2012865761795235,-0.0878937105100782,-0.17742061019754427,-0.614773095452895,-1.3027570016721703,0.6636142832999633,-1.0719132724099687,3264.703,0.9552504198071126,B0018
121,1.4645621973609229,-1.3196230665142037,-0.7103662359568885,-1.665990342578971,-0.921698068821099,1.7770789472211328,-0.11767004441271196,-1.3541045607070072,-1.2692450258760366,-1.7906600756694226,-0.5704795172204825,0.2968509896302167,-0.5336768133777344,0.6857338733162237,-1.3039703144223571,3227.468,0.9443554779451674,B0018
123,1.3882832104967475,-0.7711931790031208,-1.0242961407507931,0.23670373795245775,-0.8553662396741142,0.5052930713156109,0.9142343032350297,-1.583130331182986,-1.1178828029220358,-0.9352501670720461,-0.8071383818863246,0.6929441768856073,-0.09619356875715752,0.5352328574327477,-1.4765519443619293,3240.031,0.9480314052880334,B0018
125,1.2593894439469842,1.6558347293003388,-1.1777123642316194,0.7976520013111813,-0.7786174566564771,-0.7156530397354105,2.2379900558279853,-1.779704398912441,-0.9390934271489277,0.23196729216518944,-0.9416534112951728,0.7554278975187297,0.09041334126791421,0.29425572500479197,-1.5724308615874996,3209.203,0.9390111483330168,B0018
128,1.3510968717934322,-0.19577372949329033,-1.3857771686253118,2.7274185797042,-0.751167749158662,-0.7405939972771949,1.1214784603047296,-1.8599659964745294,-0.9205520639283703,-0.6243330209561647,-0.3916835470733017,-1.1681768511532982,-1.0770786967140507,-0.4945851379983978,-1.493289376566597,3185.828,0.9321716353473052,B0018
130,1.4473342516993168,-0.4601857987103975,-1.454372052764571,2.9397687563903507,-0.732917703578026,-0.48452614143070766,-0.5628644128557065,-1.8797004337303562,-0.929394377348354,-1.9390346446049898,-0.7295313698070979,-0.5228634089829239,-0.667154268205702,-0.4788393912234517,-1.4425336054306905,3188.515999999994,0.9329581427657246,B0018
132,1.5238592029407108,0.5384310054926742,-1.3956257532298693,1.9171732546280922,-0.7150053158797385,-1.3005374219157795,0.65190792437106,-1.9283323207861827,-0.7257930338014528,-0.716954528770244,-1.0367996545963423,0.06780647417461906,-0.3788790342621981,-0.4192789115924607,-1.308102793875254,3184.516,0.9317877448216476,B0018
134,1.57141273509931,2.7136766700313655,-1.2284046813649672,-0.16526849471626054,-0.6947927144922299,-1.8605305362874762,0.5247092615083053,-1.901204528001827,-0.5916333435039762,-0.7001130065610945,-1.235234679074169,0.39390158233304035,-0.3258227982891696,-0.3843269166027607,-1.1086222206792522,3151.218,0.922044767136162,B0018
136,1.7173242505442425,1.8152825629040192,-1.1128279726937782,-0.8062589711871049,-0.6933348146176264,-1.7792731912069757,-0.024420039854254887,-1.7795406375647629,-0.4744461437616831,-0.8823950269103894,-1.4407995060224439,0.8006767706511144,-0.2609753486841333,-0.2818253732861373,-0.8874834836635657,3163.328,0.9255881469118612,B0018
141,1.8433015679409177,0.3589401848514754,-0.9820350419644597,-1.047538059410408,-0.6854019616027534,-0.5472980454334967,0.2497463947191188,-1.5448327058801432,-0.3060489209732384,0.08773164866429047,-1.409077472250111,0.5942728349917648,-0.6103615041571473,-0.32415282273853324,-0.6395094579203797,3238.109,0.9474690290759036,B0018
143,1.9020351260144155,-1.4752141524512914,-0.8456815326537804,-0.5779338289803747,-0.6571438410348336,1.4917377676460488,-0.7868914036070572,-1.2076099012375257,-0.2157217823825698,0.03451276779291885,-1.2086627193024249,-0.018277099600812037,-1.1948745571778003,-0.47198517731672296,-0.42215589690191857,3191.063,0.9337033936566188,B0018
145,1.7487727467019865,-0.08679670308600008,-0.596858453794248,-1.1271258518008966,-0.5798375400660576,2.1774676349454998,-0.3992045524821709,-0.909148354948174,-0.0017814092279541428,1.0024538513784838,-1.139770360792883,-0.16290197351928568,-1.3961505319377152,-0.49470912158446095,-0.33078628273666644,3144.265,0.9200103229098668,B0018
147,1.5845607041422303,-0.34628678271434243,-0.4034651083379655,-0.34508959198929007,-0.4944555489949273,1.7525239702368265,-0.23171302547814357,-0.6378537516184586,0.22387123614134857,1.4484221666186903,-1.260982559293496,0.3327625091656433,-1.0667334870443883,-0.3601161555697211,-0.4098820615644859,3128.563,0.9154159257803848,B0018
150,1.4109820361843382,-0.11922913796416806,-0.2010109527798096,-0.06454165891737347,-0.4119882278140898,0.7463431355624507,-1.0926337769595387,-0.38687587402916307,0.3888829240172659,0.705311927659788,-1.3043933006957154,0.678055955650385,-0.741011465097934,-0.29392419611676945,-0.5932492255254667,3119.969,0.9129013257975312,B0018
153,1.2447180985333481,0.2657781147906046,0.0003579518201649415,-0.12954393037896864,-0.33564956968045156,-0.604838978909215,-0.6593373513103582,-0.18992061620382214,0.617327532198531,1.0604190178239938,-1.1682376071192548,0.5555406587923251,-0.6637442454330691,-0.3759324476835569,-0.8178911176836623,3097.172,0.906230935314739,B0018
155,1.100739343139828,-0.2775353633611546,0.16821987921185524,0.28735023577668584,-0.2641554088488031,-1.2589522431646551,-1.2298780830298586,-0.0064621272841547985,0.7343219935100834,0.5388150886826042,-0.9073658113632117,0.09989424402308564,-0.8061285694261263,-0.5427317659578408,-1.023222126631547,3093.265,0.9050877491228598,B0018
157,0.8648749015417706,0.6829109490759016,0.3883400555747368,0.18456136551173058,-0.17168202994629994,-1.7110097681091228,-0.8391129548103384,0.09387992877520933,0.8545986700226437,0.8771998258625568,-0.7135134086518417,-0.15963779350069063,-0.8874636151963012,-0.613313406708094,-1.1634375254201061,3057.422,0.8946001057454542,B0018
159,0.692966453126621,-0.1486197240888442,0.5476472888912337,0.9760091665439633,-0.09216303366654717,-1.4227818922190303,-1.041907776706268,0.12841012112113162,0.8620706544676355,0.6914795567705468,-0.682118890900769,0.030993545319013396,-0.791224594285477,-0.4941878357221585,-1.1948091916909016,3076.703,0.9002417164354009,B0018
162,0.5639790476467729,0.7884465991572526,0.748318456082256,-0.19408795162484946,-0.03698400923752972,-0.5262448476662063,-1.2076043952103703,0.0976246747265618,0.8040356137067435,0.5712951772490337,-0.6329976857247637,0.1406799347005499,-0.8518644732367334,-0.35024054872194166,-1.0978102757924304,3040.562,0.8896668784111613,B0018
165,0.5761422469958798,-1.0552600907181533,0.8099882947077871,-0.2965294773715211,-0.017022604565237492,0.36778800985882953,-0.18521655961290756,-0.018086652273246625,0.7730905125187425,1.4902313000750662,-0.703922537251084,0.5564775397804621,-0.79018100303555,-0.08716070640411658,-0.9150874171081231,3050.563,0.8925931658708448,B0018
167,0.42188397601578376,-1.057065948038642,0.8590802458952839,-0.4226446513435474,0.043116003186537404,0.9427117887165547,-1.5345634038752853,-0.18988918895946982,0.5672734951954741,-0.06622863333587879,-0.7272835537644509,0.7857943735366016,-0.900298878751668,0.13381919196087794,-0.6449828178467996,2976.281,0.8708582908503263,B0018
169,0.07110701683949708,0.5446444991885936,0.8666836102675411,-0.06260423132384794,0.1534004705137351,-0.29544438201091855,0.8109596050056154,-0.5104323112615166,0.6024570106693983,1.4152799190143253,-0.5052518998633679,0.2481306294372652,-1.5005714223952906,0.10770107747258958,-0.3130319333593733,3009.719,0.8806422324638544,B0018
171,-0.20487836445451138,0.03257907423648034,0.7000326145531438,1.4761499200469246,0.24415327229594733,-0.4065020727685861,-0.10848862451496108,-0.722338552238256,0.4278788730057381,0.06479636714555424,-0.5467012293772019,0.3952679818852559,-1.4771161386596416,0.16025144698393237,-0.1502900227616926,2999.062,0.877523999741342,B0018
174,-0.3250643653426718,1.4589017549252337,0.49138416007102526,-0.04849823654782496,0.2692932086261378,-0.23634035334180387,-0.22559847498066377,-0.8452875889130071,0.33752156091891544,-0.33678188847337254,-0.6406734477902664,0.6149404507080016,-1.123631585460608,0.05476590193422436,-0.22669946342768862,2956.437,0.8650519466497505,B0018
177,-0.16167030234574375,-2.141994751172003,0.07251344443983523,0.21607226203459742,0.2264747072932402,0.33337894401317403,-0.7711272689856651,-0.8475273628187726,0.26367703528207576,-0.9255052635134335,-0.7253828005979579,0.7533487115673436,-0.49520598905954305,-0.2698663993966679,-0.5889142542081753,3032.906,0.8874267367461942,B0018
179,-0.26074965493197794,-0.3040518727133192,-0.12775318613884476,-1.618262631394702,0.24673024598542223,0.4172277112628963,0.8307676641834869,-0.7855713835003113,0.3854569295595592,0.5659494755262711,-0.38859544633849374,-0.33470484457522437,-0.5524251223153595,-1.0152180515412297,-0.986738083406082,3006.469,0.8796912841342903,B0018
181,-0.40899330332998873,0.6039409118811477,-0.2734060660192621,-2.0217703492522228,0.29595879465322794,0.9656639142782157,-0.5636228897438182,-0.5728971476862887,0.3699214349409742,-0.5899827677291489,-0.5869352853559641,0.1638646466244106,-0.00884422268371988,-1.0460996487550631,-1.0484993284052768,2953.812,0.8642838729989486,B0018
183,-0.5709628330927566,1.091318830174875,-0.35378238637735887,-1.756428632139049,0.35993276705805644,0.3832715276099269,0.9011284691281106,-0.35994499780256906,0.5928090413766007,0.8189686653083686,-0.47909617375429187,-0.13510641589492187,-0.6331613773565427,-0.9247121944607277,-0.45975661984763766,2964.391,0.8673792829615515,B0018
185,-0.608404252010617,-1.609329325606011,-0.47904848007980405,0.27484288724717915,0.4063806056093855,0.07688395309038644,-1.0918892155124111,-0.06858962678203454,0.6203736122956954,-0.9931722354553381,-0.8317528577396683,0.9707902073463879,-0.45102418772118047,-0.3071718632349053,0.14221185776656017,2983.547,0.8729843187157458,B0018
188,-0.77520407954336,0.8808490198846392,-0.38935697341961706,-0.8082534445879745,0.47453167271431806,-1.1308823427375039,1.11712262438284,0.1452942983190129,0.9248907461192736,1.0373932865577205,-0.43446829418898253,-0.007933929832529517,-1.3450463607686698,-0.42184015569525085,0.5497101584729298,2966.86,0.8681017110925343,B0018
190,-0.8128356550636805,-0.279940330811124,-0.3926206891861566,0.17213687660175317,0.5226479897997142,-0.24371451097999455,-0.9599469638617135,0.45856031147760457,0.9112809021328794,-0.5407222701757297,-0.33524528037724666,-0.03601459374758838,-1.3655737004094257,-0.3656056349016543,0.6316110530229829,2919.984,0.8543858175858728,B0018
192,-0.8695917755996169,-0.7656808909163546,-0.36306040380466315,0.8253959145447036,0.5753847518492096,0.8047160034554474,-1.4075648327971606,0.6978222312037177,0.9624478921970331,-0.5564414590706945,-0.04932186324176019,-0.4968328766542545,-1.534899706258452,-0.47016037312598286,0.570407345933431,2945.735,0.8619205469503672,B0018
194,-0.9608390219843936,0.14501946504380903,-0.29604841379918595,0.6289674159135425,0.6320510049555743,1.2845252585166786,-0.3856679645510596,0.7969107706733188,1.0667095954607593,0.5995469209290577,0.022577982329204552,-0.25102759107214506,-1.2114697246316528,-0.3544697852117015,0.4137372933202038,2906.875,0.85055013092364,B0018
197,-1.01466385333861,1.0317496671553112,-0.25942807228711323,0.09235171805363553,0.6741743749267528,0.9103695949492384,0.7132547379330815,0.7301912018718554,1.1329552738141815,1.4730374979319918,0.05399072647479599,0.17481397876199056,-0.7311177026191799,-0.18465502990803567,0.191385109142773,2911.391,0.8518715102025052,B0018
200,-0.9388404790042972,-0.5617572918509357,-0.3498728633549462,0.43616947880525353,0.6823035890313683,0.1057100779679023,-0.802897145422005,0.5528884543973543,0.9946952853843624,-0.4172084571655339,-0.15342562795532338,1.324151110149058,0.2953995488141155,0.16856015862994703,-0.14736506790216822,2921.031,0.8546921692477355,B0018
202,-0.9512691599893968,0.21912304056839654,-0.4033775864288985,-0.49990419390063734,0.7030183262553693,-1.1594534133448684,-0.7839845586659416,0.2575531587974068,0.9190458918999643,-1.027640972285912,0.22933367074841093,0.781924229115195,0.3065868417749258,-0.012556652419215709,-0.48267801835897656,2890.094,0.8456400189487427,B0018
204,-0.9648204412759993,-0.6302688985938714,-0.5473849785669035,-0.058703505066479936,0.7284727582235868,-1.6960122010830851,0.8567170425313613,-0.06841505879180071,0.9026317612906648,0.0818123765911742,0.7390608409128544,-0.1403717681436985,0.08039522632018346,-0.3128336559031953,-0.796137416602332,2897.875,0.8479167355494623,B0018
206,-1.0610413943022852,0.422712304929393,-0.6642961766716979,-0.5117034807139524,0.7679306883098935,0.28640323785697114,-0.24830466884444108,-0.2624412646623072,0.6633751315873394,-0.7918838501552751,1.082452034219353,-0.6196868854457801,0.05402859160594091,-0.44645981814181146,-1.023167176592689,2856.891,0.8359248382144292,B0018
