cycle,v_mean_IC1,v_mean_IC2,v_mean_IC3,v_mean_IC4,v_mean_IC5,i_mean_IC1,i_mean_IC2,i_mean_IC3,i_mean_IC4,i_mean_IC5,t_mean_IC1,t_mean_IC2,t_mean_IC3,t_mean_IC4,t_mean_IC5,discharge_duration,soc,battery
54,0.4005140145051572,0.4483430114609181,-0.20261857033419686,-3.054038883811127,0.9720841238705282,0.019555078590051046,-1.1433931498018557,-0.448195589839034,1.2518433222847176,-0.828419201021217,-0.021020938927433574,0.32694258656940794,0.19153008673712338,-0.6007582046222305,-1.470246347489341,3492.907,0.9465272391940458,B0006
58,-1.8798566938701238,0.5700864820832685,0.6575700180204218,-1.5902554692998985,1.2656199260514647,-0.09996238040945471,-0.9118006845183243,0.05118135703974651,1.4478438530938538,-0.6907912588248982,0.29886068909732205,0.4825747759779342,0.5109676567914633,-0.2988307328432841,-1.511066288001969,3511.594,0.951591145710543,B0006
62,-1.2384604950168205,0.5688716319978983,1.3249136839606779,-1.1074095325972924,1.2419994922031206,0.3486357917408843,-0.9012806216160061,-0.12953831620527237,1.3404002128929244,-0.6354945959950836,0.5806103503865749,0.6334421999839481,0.6869082843860786,0.15184772003988553,-1.5415288426176381,3431.9370000000054,0.9300052516994872,B0006
66,1.662140847211672,0.48604602880875836,1.895229374201949,-1.2653224995157466,0.9855755042864913,0.5017946521544583,-0.6803909272174189,0.2844845224650586,1.4580106761385796,-0.5082571406384032,0.8192715735988676,0.777954049278865,0.6755900450497357,0.6496159794607008,-1.5611622527593014,3431.125,0.9297852114527156,B0006
70,-0.12096315935937871,0.693842922326081,3.1953173826023202,1.0064272212907928,1.3260482606640962,0.9623374446578795,-0.6937527539526035,0.05739022683413033,1.3189633966686543,-0.4783783815526779,1.0873557017709308,0.920616420889204,0.6628144884444402,0.7206340460456093,-1.588570388357581,3412.406,0.9247126333993996,B0006
74,-0.2750371507859435,0.732210701325288,3.706306053989538,1.6937365058691458,1.3848842432369464,1.0453119189170343,-0.7154707003218602,-0.07990642801175649,1.2508897269071575,-0.4736257449494586,1.3030744712684597,1.0536138617270783,0.38478428964688605,0.6454110921455265,-1.604351353751017,3410.688,0.9242470802664547,B0006
78,1.9449440984252437,0.506162202355324,2.983275416279969,-0.08947123952845659,1.016799600445756,0.15056369292402166,-0.5307272804339572,0.5515465170559251,1.5540586634255917,-0.42281297124062595,1.3905881878159252,1.1697943946521216,-0.3960064123733251,0.708775531864621,-1.5903782474840977,3410.718,0.924255209832222,B0006
82,-0.9295272253823357,0.43630797959581474,2.019315882183062,-0.8404523712057226,1.135649242586183,0.05325349569971702,-1.0412173317338933,-0.7158456587096194,1.1301472728956043,-0.6460201695083675,1.6082895392131948,1.2845614131919898,-0.8128212567169109,-0.2662512798706078,-1.6111519433634887,3372.547,0.9139114213353408,B0006
86,-0.1714294101165544,0.2178025395399587,0.6915800506336391,-2.8269610657184954,0.8633241105333386,-0.37309915383766457,-1.3373134323798637,-1.396295814235778,0.9409518255096652,-0.7889093430061401,1.5849960382181674,1.354558658042796,-1.6140845256560672,-0.15881774557188227,-1.5772933704754777,3470.672,0.9405018760327936,B0006
90,-1.0137064626929386,0.30680481938787135,0.6679644331835869,-1.9925040471606266,1.004116664886858,-0.9781160321443843,-1.2388856503594912,-1.1099038342983822,1.0948720589043652,-0.7645156283932681,1.4842485716605833,1.3851377223868615,-2.141995012952235,0.3914813461084351,-1.5302478137314341,3404.344,0.9225279480921806,B0006
94,0.20426075856437576,0.3782105348490246,0.7513540955858259,-1.228355666534632,0.9900083209763992,-1.3587940454540985,-0.8840244378443323,-0.30991530765543424,1.3946756641414924,-0.6144426964813646,1.5839095946807102,1.395682204802965,-1.5232409008267838,0.08177109113712454,-1.5388585641429755,3395.219,0.920055205171271,B0006
98,0.19162709448556756,0.4981027219032967,0.7145239634764348,-0.1561339514618301,1.1027819501535145,-0.8238151080830918,-0.7335073712432706,-0.29595441342637907,1.3265561592533996,-0.5114910483538503,1.7529218942371907,1.3838668668573546,-0.3289875015844756,-0.6029949895504741,-1.569503453768739,3376.203,0.914902144416858,B0006
102,0.28883349578192513,0.5641495418039906,0.2444079967465296,0.3354422471187128,1.1508275150706968,0.16183174452280924,-0.6794913541748364,-0.6798037998314315,1.077217809167101,-0.4266844382005877,1.7233811838763295,1.3391439604597768,0.40832172608413175,-0.5622912301842613,-1.5544393262256342,3368.187,0.9127299244438156,B0006
106,-0.06050704171012655,0.6156748842366903,-0.4942773614620929,0.5949962334232344,1.2095152110213196,0.5388627616604378,-0.27689362587081523,-0.09861909541754303,1.228759299332144,-0.20759115605573766,1.162070441760023,1.2433868042289435,-0.4729690412082392,1.6846953811275747,-1.4101719153306203,3368.266,0.9127513323003366,B0006
110,0.21965666467060682,0.627495916473781,-1.3704383900025592,0.4771804464690701,1.1813005884838879,0.9726657867753095,0.04514470376632429,0.2336900275522593,1.298074260049051,-0.015001135237708222,1.2084730546972455,1.1889204351948228,0.37056387089424037,0.684892076721156,-1.4166094230543227,3358.719,0.9101642334876324,B0006
114,0.573573003404886,0.6529330655473315,-2.100866993897712,0.47316550210770536,1.154546554242258,1.4667982453173618,0.26049106597771826,0.2547155476837613,1.2639922898799418,0.13961702984497137,1.1316047588495908,1.113981772402736,0.9232255527995289,0.1662754515408899,-1.3939725874803255,3339.5,0.9049561626715272,B0006
118,0.040173664915874846,0.7499590849012285,-2.4578149876970636,1.0851200587249075,1.2489500150331956,2.009230935997899,0.36738552044386086,-0.03498067299973069,1.1279389279147454,0.25472942061744724,1.0818409386515373,1.0283732020002117,1.7218476140931003,-0.4411003100325196,-1.379226726157003,3331.265,0.9027245968683828,B0006
122,0.571981184025424,0.7578901126111074,-2.949991864180987,0.9045439250131524,1.1729185650425251,2.222050300485283,0.5956661657695529,0.022956155261714156,1.153643735875043,0.41514772472539113,0.6680643619286804,0.9001606159450436,1.6749335029703392,0.8688667572661648,-1.2758879563587975,3321.188,0.899993875727122,B0006
126,-0.3750900579792951,0.791719767610592,-3.3178117559215887,0.8620544668861031,1.2072282761177138,1.9148377245927,1.069132181010718,0.7802551217697753,1.4803740376635939,0.6668885883081268,0.027180840716832064,0.7491772023037789,0.9807853289799213,3.270340350418294,-1.1161889709721857,3321.844,0.9001716422319018,B0006
130,0.8818517862903362,0.7177743975145967,-3.5573075263594682,-0.03149568367114592,0.9746296570437903,1.7244187807270717,1.4430227287520236,1.234082568961405,1.6977021750722607,0.8844966189710852,-0.2946008054047735,0.630710495229893,0.9633421319086151,3.877375885780113,-1.0327352139348227,3311.828,0.8974574512077012,B0006
134,-0.42830574343050815,0.8897500426400009,-2.443650884774939,1.3395409230384576,1.1467286821614493,2.5078220648558247,1.2197592628326968,-0.045156655786865466,1.2268357031013433,0.8843435665411364,-0.15387593641940536,0.5650853890097545,1.8403249020800594,1.8324574274683234,-1.0593665688194094,3327.391,0.9016747989422892,B0006
136,-1.738449112438647,1.0750936044969064,-0.901150040544438,2.9231673535047693,1.3268578049331348,3.3465767609862853,0.7903970206886417,-1.8533762544944008,0.5770691751623167,0.7980355829575321,-0.17738032918668722,0.5010594381037472,1.8407471707794494,0.29062782622747857,-1.0417001887809783,3312.078,0.897525197589096,B0006
140,0.891139834163396,0.9426457933682588,-0.20047409528977195,1.8078577980596982,0.9298997772682698,1.5677051659997991,1.5401852949997652,-0.1014859055118975,1.4244513555304696,1.1179519262910447,-0.03358626866017413,0.46292654822948626,2.0297162682987837,-2.201317036061865,-1.0613047085733098,3293.172,0.8924019452424968,B0006
144,3.100730837036509,0.7290726482426155,0.1166651961095172,-0.02342345845690514,0.48803021249867334,-0.21763606078340478,2.015153845051164,1.0200036936371457,2.0549756523164677,1.3068210521463495,-0.08597672179690385,0.4184886044148673,1.4610613470910796,-3.70571023460513,-1.0288386418182622,3275.328,0.8875664795240628,B0006
148,4.276274155691074,0.4748203809665923,0.05304579303274437,-2.208251520557923,0.09085125424739335,-1.2557473644408,1.8726458480994248,0.5047475061610742,2.0355307857940157,1.237931512183176,-0.1029458574012152,0.38359122801233214,0.9195160769919208,-5.178813902411339,-1.0013404966490544,3265.016,0.8847720767842907,B0006
150,-4.515712656137774,0.7416324282107688,1.0716007383281982,0.0510038085693108,0.8991900926805232,0.4815433106312351,0.1755023636348877,-4.433616298138432,0.18641960246623854,0.575330920253666,-1.9956241716700014,0.1979660728698187,-4.958572677605765,2.9335531318754478,-0.5091769852865516,3328.937,0.9020937425648348,B0006
154,-2.0952800455703056,0.4606204370358454,0.8660108978328166,-1.974349967195235,0.45556973070434054,-1.0329128074814038,0.6431808099095191,-3.164898079233604,0.7546282328832237,0.6933205235589603,-1.422895388790622,0.2044684071514281,-3.3070139811127675,-0.17172222870599604,-0.6208528477097448,3329.266,0.9021828968027502,B0006
158,-0.8012672740567156,0.34639816376655747,1.1653806346791526,-2.2646873122728493,0.2972805006100354,-1.4453774267844521,0.8554322507687075,-2.684580653289691,0.8845222884381368,0.7028669544744397,-0.869893358157718,0.20431579493132218,-1.3818878846960596,-2.4096574224441,-0.7246968936502088,3291.891,0.8920548127842299,B0006
162,1.215245938126545,0.2526489347782849,1.4880041934688384,-2.0819092542009647,0.15817300690627262,-1.5269281912657657,1.2276459406920763,-1.771894713279406,1.0725429800934323,0.7523600902343922,-0.6525658545127433,0.17517228420118172,-0.21384085028581795,-2.4195243680371834,-0.7430649830010502,3264.281,0.88457290242299,B0006
166,-0.47925786174141943,0.37871771783292635,2.219522944961866,0.15806963472702154,0.525206360014362,-0.19634554054364164,1.0775769780816156,-2.3870497919990745,0.5446974707210137,0.5942242341859303,-0.4120288102684148,0.14860298868725033,1.132855784949343,-2.1398573087855346,-0.7645370409893999,3275.125,0.8875114694623701,B0006
170,0.12135762094269732,0.2557069645946322,1.8264803168678267,0.3253947738596933,0.5255283411197057,0.08038868771471325,1.4785171943833748,-1.3003683758589921,0.6840170009212122,0.6088605013414318,-0.47278948181416286,0.10225814129781487,1.572318424313238,-0.2222048054180051,-0.7094317560020682,3265.656,0.8849455075206613,B0006
174,0.3419016455379591,0.061396361795142976,0.9239975531787172,-0.06656624457955286,0.5074184681683593,0.41929113522019795,1.596146889845221,-0.8553251939837392,0.5888160979730778,0.4864910849009836,-0.6753227716952265,0.059358308713756885,1.251991438037866,2.1404720229207803,-0.6163064661437494,3266.093,0.8850639281953393,B0006
178,-0.2343313282613808,-0.11853019559804547,0.04795115376956955,-0.21795536653088493,0.5775448648950875,0.7717911864404404,1.3604253819798056,-1.236353390899313,0.21365728750970084,0.20386576503040366,-0.385553442326536,0.07954002610918372,1.751699450251992,1.5027874540060229,-0.6407112196429027,3257.594,0.8827608222134423,B0006
182,-0.36506939343286193,-0.3004300718502165,-0.5238576438981863,-0.19176746645202533,0.6302091136086682,0.5608791501941062,1.2272626057584157,-1.2185065013047522,0.04259110158806629,-0.0544575584476684,-0.19363494486855698,0.10861399735949569,1.4996085889168431,0.8210654184752948,-0.638915463826064,3248.593,0.8803216814977045,B0006
186,-0.268507356377239,-0.4398726450534675,-0.5168486434138325,0.4148332544404094,0.7191432034632498,0.26716164340952875,1.1128913992228826,-1.1732040356794387,-0.09675432552755381,-0.29542369507441246,0.014589902294059423,0.14736988030041814,1.043410425840559,-0.26025715053925613,-0.640397245626558,3238.766,0.8776587067378383,B0006
190,0.8866929590302304,-0.6433838746125938,-0.4135923699501729,0.5963152354263571,0.6789623924927591,-0.4447122536592705,1.376119617860005,-0.1848854169332631,0.14992047393827473,-0.36476533205421063,-0.066568575947924,0.16264034184937268,-0.2881783482271856,-0.04078731820181419,-0.5712079698094756,3230.781,0.8754948873160889,B0006
194,-0.1837329354168855,-0.8378942626173336,-0.464664691539401,0.765700852694189,0.7959042826963788,-0.2743805671546957,1.367017846663209,-0.1976064791315737,-0.01388979766965215,-0.48744910387327967,-0.16355939718261173,0.16778309458651378,-1.4763915472604738,0.3693291359475641,-0.499886992637554,3230.109,0.8753127850428997,B0006
198,0.3070671454365176,-1.20873533471661,-1.1120297525967462,-0.6191700401215934,0.6335714883170551,0.5494042909283903,1.0427909709034031,-1.2078064727285416,-0.5690314711966602,-0.7020074057611351,0.04767086362789642,0.18220748938155643,-1.4087281330292276,-0.44272126385451627,-0.5071442113205863,3200.8120000000054,0.8673737221000092,B0006
202,-0.7178714381330766,-1.3772026179798427,-0.7953894010948779,-0.1286053441484217,0.7731986905439081,-0.36507014281344025,1.5371088169315634,0.22614876603515452,-0.09669999147937225,-0.6233967703534368,0.20248976115578352,0.17771925601435132,-1.1906389828923563,-0.7704419695156264,-0.5032597906931978,3212.469,0.8705326003716838,B0006
206,0.986799256546873,-1.581384744510549,-0.17388407898968763,0.1914999705089607,0.6911979619165146,0.1560926219669277,1.0657325773144668,-1.015845189458781,-0.6924216701677334,-0.9153629677500355,0.37340000218789454,0.1642400724707793,-0.7243731282301163,-1.0932558297503987,-0.5055878235894066,3213.219,0.8707358395158681,B0006
210,-0.24879225110845088,-1.6823841164676892,0.3845665365501497,1.1681580865810424,0.8932624909874063,-0.35576327696019944,1.3534083601341858,-0.07398822139323982,-0.45657029085658174,-0.9333333869342175,0.1842508681921749,0.11608060249189808,-1.2099256872327027,0.3390954786279807,-0.4207644611331214,3203.578,0.8681232680637596,B0006
214,0.9088856509862999,-2.02208512425199,-0.16331237103429413,-0.17198044391384903,0.6793975367455418,0.08195921877298674,1.3255044464591617,-0.09045279275351899,-0.6685496503025574,-1.0633182430733683,0.4745721833454693,0.10309286601503408,-0.2353716012358697,-0.5436688118175568,-0.45472304409943354,3185.734,0.8632878023453255,B0006
216,-0.7843912756817154,-2.161670706950247,-0.24636279705672892,0.0264180268051843,0.8320102953279056,0.38511311889864974,1.3597555583155387,0.10705006287631232,-0.7951793787959437,-1.1724820102331632,0.3749404357040644,0.056627063274842314,-0.345217188047218,0.5142139968216983,-0.3930962937651308,3195.312999999994,0.8658835726948465,B0006
220,0.7176612471676294,-2.3845329327571507,-0.35792225902984554,-0.5377439797091277,0.6658880021288728,0.31087499957790693,1.43082922311972,0.4873747831987481,-0.8046292205551119,-1.2699129478298015,0.484134379622462,0.031305346145420694,0.05893533278480312,0.4916334985907109,-0.38206052521438993,3186.297,0.8634403671962266,B0006
224,0.1663311155797805,-2.4272491071464124,0.04302009646093535,0.28031304687412717,0.7890923184469055,0.44429179733270696,1.1592153461697712,-0.05773111884045968,-1.124734914358699,-1.4873927148122268,0.6422573853337736,0.01849198703816663,0.42249332636424525,0.11409072438568386,-0.3814329531318427,3176.438,0.8607687208995419,B0006
228,-0.3916947955448422,-2.459860497029147,0.3562439557568442,0.972167891218211,0.894716628057301,-0.6378757678084876,1.379129790109027,0.8439558374747769,-0.7884086889186118,-1.50990018864664,0.6794586594475527,0.0061945732941662375,0.21892307496546748,0.19682871673288702,-0.3490470436747925,3167.593,0.8583718539257944,B0006
232,0.046339957336098136,-2.57652450317206,0.22722249708226888,0.6892695013365069,0.8208443214700675,0.030914802201628948,0.7301846691587626,-0.9140298704617755,-1.5154395609688216,-1.8082316995664833,0.7347102958115955,0.0004779651803207531,-0.03716974261873192,0.13511382767914099,-0.3200782132365353,3157.984,0.8557679540105044,B0006
236,0.8447742090691162,-2.7254512201974714,-0.15485017021524128,-0.11657051306794548,0.6602896529887332,-1.162697636558851,1.4144667854376511,0.9576255266748361,-0.7818708700297642,-1.565115535860644,0.767914040360816,-0.008878956691312792,-0.31326734024297503,0.21889485972352932,-0.2860116972437426,3159.077999999994,0.8560644121754865,B0006
240,-0.5076874437969081,-2.7268331359843088,-0.20868436946519073,0.11143640067282862,0.7581959871124704,-0.47262270647601967,1.0814015049340693,-0.2113461677582591,-1.2554703079480718,-1.658836259652957,0.8796534144138787,-0.019626596352371316,-0.19637337342057315,0.025271180965903577,-0.2727807636372732,3148.829,0.8532870815238276,B0006
244,0.26106668755533163,-2.789339443395156,-0.324159548128695,-0.3192392744510814,0.6240997281735268,-0.10190125958928148,1.0185203562036063,-0.6996773378736557,-1.4391437321089677,-1.6194916364573568,0.9197769317951233,-0.044965970281260086,-0.12682452697609994,0.22596775051512386,-0.24397196979641816,3139.734,0.8508224681686852,B0006
248,-0.21165822018191668,-2.7558679363703424,-0.21998724066866132,-0.1405920583533271,0.6370276491440621,-0.471589067279493,1.5710609341500787,0.45756823978373773,-0.9670834262799461,-1.3176072195480715,0.9175366975292042,-0.07965488299516035,-0.12860735357541397,0.5091473049036097,-0.2067798640057082,3131.188,0.848506625867086,B0006
252,0.20894106861046505,-2.7514906860206665,-0.20999435428656701,-0.4008409285039797,0.5310959110521997,0.5230478931910026,1.4500721824406853,-0.4009931175645834,-1.3121459167831844,-1.235052301794459,0.9559868168993165,-0.11425299341195937,-0.0578864417181087,0.32688405483972377,-0.18155241514847312,3122.188,0.8460677561368738,B0006
256,-0.02014562309725632,-2.632401913492001,0.2651751226400867,0.19143533725523043,0.5528144139513179,0.07323666654676457,1.8947975388789935,0.4943970993611497,-0.8830245018781236,-0.945166766829418,0.9991787863113278,-0.15245223274506137,0.008978870371005011,-0.10200577146817996,-0.15944486869005173,3121.907,0.845991609204186,B0006
260,-0.7130061731302947,-2.467008653014722,0.8165678013100462,0.9773660771789009,0.6219381067385247,-0.4124085899955069,2.1241236395641274,0.9053341235596554,-0.6002409796835264,-0.7393707904170366,1.0492954934753151,-0.19571589937377876,0.1372046472809049,-0.6980266799630866,-0.14100837764139687,3122.125,0.8460506840487623,B0006
264,1.5259951687387714,-2.5333096736754057,0.41873757219976193,-0.4996135913594779,0.23707033129557123,-0.8286958353162773,2.1743510902938734,0.9587863060365848,-0.45371843077058843,-0.6158773793295846,0.9384612376132936,-0.25929607461306414,-0.1010366799120917,-0.5529700312405649,-0.08497064140031017,3121.672,0.8459279276056749,B0006
266,-1.4880762603880626,-2.298506200114948,0.5374180045009207,0.31167939381449217,0.47543948708138695,0.6825779728248765,1.1126020014014397,-2.0220057012512456,-1.579162276100859,-0.9287871082951112,0.5153435782481168,-0.3569527923635895,-1.0885685700577181,1.1594394974709863,0.04590429915772554,3120.86,0.8457078873589047,B0006
270,-1.2383992506677188,-2.1153346610418704,0.663946507756049,0.6451766480227575,0.42610731235421884,0.6665529309627835,1.075972400494003,-1.8845578440510766,-1.5359404966479704,-0.9014069121068329,0.8977548251909808,-0.39794226179228037,0.4349812053169957,-0.9469825202723066,-0.02299260305116504,3103.828,0.8410924618872407,B0006
274,1.1735266030495366,-2.002070015607667,0.4540618020839732,0.22494667511428706,0.14338850681777043,0.08975357883868675,1.4653121589065072,-0.33662535650923026,-1.0084363559874103,-0.7579466498713058,0.9139961801899761,-0.4727791824584409,0.9842925690324208,-1.1999540220789,-0.0025188438238335814,3095.094,0.8387256743068326,B0006
278,-0.27949138978394433,-1.7419625379282047,0.054982789004382,0.7078404008350104,0.24344619858055086,-0.07860483023849676,1.5494567325857809,0.5593721117579645,-0.7876804274482396,-0.7698035678142777,0.7777765932679838,-0.5587231205998322,1.0681159813343637,-0.6988424493987077,0.0558916279145206,3095.781,0.8389118413629054,B0006
282,-0.14222986644611582,-1.6608300640636218,-1.243308479512607,-0.6051831084189073,0.04041776085678366,-0.289897892538563,1.3877649463697812,1.023266913039768,-0.7323612177176805,-0.9172588454592516,0.346609575822272,-0.6633689772549992,0.20165032523813406,1.234795568625532,0.18822035305663834,3094.328,0.8385180993942389,B0006
286,-0.5122451755834906,-1.435540711475978,-1.7353329277993195,-0.6475194583813425,-0.002969422015565974,-0.006258812135700269,0.5541775657237917,-0.20019567245466166,-1.3013893352765131,-1.3434335386176335,0.16607789469514178,-0.7390393374482933,-0.0943295536700506,1.9323128621326722,0.2611234001300074,3086.531,0.8364052252512985,B0006
290,0.08411844585291631,-1.1179517252941085,-1.3056655739310485,0.2447616882490856,-0.0343819308913889,-1.0646158389262137,0.32313661564186147,0.3013374936650693,-1.099803640319801,-1.5244622312869334,0.22850282341284128,-0.784327540237259,0.12135448047607522,1.4244713729976928,0.2769831127224911,3085.625,0.8361597123651238,B0006
294,0.49924899231583514,-0.8087095050284957,-0.7466562925220865,1.0237026253034653,-0.07516840166133236,-0.9965532472052739,0.01391142366346356,0.060189976993314756,-1.2126127383043341,-1.6218260758347918,0.4627251880974887,-0.804877472150841,0.6518821333337803,0.09200543611975413,0.25348937634875,3067.203,0.8311676170129049,B0006
